user_id,month_idx,income,total_expense,savings,savings_rate,food_expense,rent_expense,transport_expense,shopping_expense,health_expense,entertainment_expense,education_expense,other_expense,habit_completion_rate,task_completion_rate,mood_index,life_score,risk_class,target_next_month_expense
34,2,85000.0,49771.14,35228.86,0.4145,10416.09,18456.34,4709.36,4118.09,2301.25,5700.56,3408.44,661.01,0.2621,0.4915,0.404,38,Moderate,52032.25
34,3,85000.0,55428.95,29571.05,0.3479,11544.12,16813.19,5764.6,4218.33,4072.25,6143.52,2031.88,4841.06,0.242,0.6244,0.5249,38,Moderate,54562.37
34,4,85000.0,50748.95,34251.05,0.403,10859.06,13723.97,6423.36,3145.9,2786.11,6010.48,3883.49,3916.59,0.4572,0.5357,0.4261,45,Moderate,51014.7
34,5,85000.0,50981.23,34018.77,0.4002,13845.37,13659.05,4474.86,9608.44,4271.47,3945.41,3047.6,2549.06,0.3251,0.6305,0.4115,43,Moderate,50908.28
34,6,85850.0,59116.28,26733.72,0.3114,20447.58,20560.14,7408.86,10419.09,3015.47,6609.88,4084.17,2955.81,0.1868,0.5593,0.397,33,Moderate,57878.26
34,7,85850.0,61111.53,24738.47,0.2882,12858.48,17391.34,5360.23,10464.77,4799.43,4474.42,3152.48,2610.37,0.4169,0.5505,0.5146,39,Moderate,61309.55
34,8,85850.0,55016.88,30833.12,0.3592,13443.44,18717.18,7491.46,10062.89,3852.96,3431.99,2511.27,2750.84,0.2044,0.4223,0.273,32,Moderate,53766.5
34,9,85850.0,59670.37,26179.63,0.3049,12064.42,22587.24,7090.94,6071.11,4764.15,3032.41,1875.1,2185.0,0.3233,0.6225,0.5344,38,Moderate,57544.19
34,10,85850.0,54674.73,31175.27,0.3631,11516.78,14936.71,5543.95,3639.5,1665.87,3216.32,3656.36,10499.24,0.4101,0.5149,0.5302,41,Moderate,57180.61
34,11,85850.0,48032.31,37817.69,0.4405,11403.48,19038.99,6982.17,8820.05,3841.83,3103.13,3739.74,2401.62,0.448,0.5647,0.5747,47,Moderate,45411.73
34,12,86700.0,57415.32,29284.68,0.3378,17754.09,20238.37,5063.46,9947.23,4387.22,6050.88,1908.36,2870.77,0.3638,0.6572,0.5263,42,Moderate,58912.24
34,13,86700.0,56706.76,29993.24,0.3459,18045.85,15641.1,8068.21,10167.88,5204.94,6749.59,2738.68,2835.34,0.3826,0.5135,0.3768,39,Moderate,58364.94
34,14,86700.0,50476.63,36223.37,0.4178,17577.05,15336.9,4501.91,3786.84,3428.65,2968.17,3185.59,2523.83,0.4574,0.4219,0.514,43,Moderate,49964.42
34,15,86700.0,52544.89,34155.11,0.3939,13527.46,19830.1,4632.23,9320.26,4756.06,3304.06,3772.71,2627.24,0.3991,0.5686,0.4895,43,Moderate,50630.98
34,16,86700.0,56906.42,29793.58,0.3436,12231.66,15266.08,6492.81,7691.43,4856.29,4182.46,1337.15,4848.55,0.4119,0.6572,0.6139,44,Moderate,56472.56
34,17,86700.0,59059.99,27640.01,0.3188,18711.76,16384.5,8644.64,4696.93,3527.67,3489.85,4679.94,2953.0,0.3285,0.6282,0.4513,39,Moderate,55924.87
34,18,87550.0,54699.09,32850.91,0.3752,18876.07,15309.54,7216.96,9172.45,5283.12,6271.47,3374.92,2734.95,0.3758,0.6798,0.4959,45,Moderate,53902.19
34,19,87550.0,62367.92,25182.08,0.2876,16472.6,23203.77,8385.67,9065.58,3241.73,6971.88,2675.3,3118.4,0.4225,0.4925,0.3751,37,Moderate,61996.13
34,20,87550.0,60018.24,27531.76,0.3145,14293.42,20532.47,8741.91,5504.15,4801.45,3865.24,1262.83,1016.77,0.3093,0.6418,0.562,39,Moderate,63708.84
34,21,87550.0,59442.46,28107.54,0.321,20477.06,17206.44,6616.79,5390.43,4827.7,2459.69,2881.9,2972.12,0.4198,0.6609,0.4623,43,Moderate,59798.71
34,22,87550.0,62387.59,25162.41,0.2874,21288.55,22008.28,8003.47,5208.15,3738.57,6341.61,1863.27,3119.38,0.2227,0.6975,0.3896,37,Moderate,64567.48
34,23,87550.0,53318.16,34231.84,0.391,11588.22,15536.46,6022.29,5903.94,3323.18,6394.83,4261.26,287.99,0.4305,0.4726,0.3986,42,Moderate,53148.7
35,0,25000.0,18510.4,6489.6,0.2596,4760.54,6416.04,1828.26,2614.75,864.65,1059.16,1430.38,925.52,0.2857,0.2863,0.3835,27,Moderate,19702.81
35,1,25000.0,16787.76,8212.24,0.3285,5801.48,5813.97,1800.05,3153.35,768.38,1959.61,1312.95,839.39,0.3327,0.4338,0.3403,35,Moderate,16539.19
35,2,25000.0,18405.6,6594.4,0.2638,4704.11,6733.66,2066.3,1192.26,1440.64,897.67,1394.01,920.28,0.2856,0.4182,0.3816,30,Moderate,17835.73
35,3,25000.0,16328.77,8671.23,0.3468,5083.13,4770.14,1599.05,2129.26,1219.34,674.74,980.67,816.44,0.3977,0.3012,0.2879,35,Moderate,16688.52
35,4,25000.0,20212.94,4787.06,0.1915,4947.12,5384.16,2948.45,1547.2,925.83,2346.48,1301.54,812.16,0.2066,0.4124,0.3525,25,Moderate,21603.68
35,5,25000.0,20152.17,4847.83,0.1939,6936.52,5792.55,2798.49,2480.19,658.19,882.22,839.97,1007.61,0.3163,0.2802,0.3706,25,Moderate,19995.22
35,6,25250.0,18524.81,6725.19,0.2663,4215.81,6236.2,1584.45,1032.01,757.77,1316.1,1089.95,2292.52,0.2841,0.4974,0.456,32,Moderate,18570.46
35,7,25250.0,18999.75,6250.25,0.2475,5805.25,6886.04,2097.56,1012.79,724.04,1419.14,1315.64,949.99,0.2743,0.5152,0.4796,32,Moderate,17886.16
35,8,25250.0,16492.72,8757.28,0.3468,5326.8,6250.12,1535.16,2252.59,1491.73,1591.41,1306.56,824.64,0.4712,0.3757,0.4962,39,Moderate,16174.7
35,9,25250.0,17454.88,7795.12,0.3087,5023.06,5206.2,2604.35,2682.12,765.85,2035.61,954.7,872.74,0.3095,0.3263,0.3303,31,Moderate,18635.73
35,10,25250.0,19058.52,6191.48,0.2452,5286.86,5920.4,2404.2,1867.06,1098.31,1420.97,667.44,393.27,0.2207,0.4493,0.3166,28,Moderate,18700.8
35,11,25250.0,17743.94,7506.06,0.2973,5369.52,4895.22,1936.28,3089.23,1237.56,1788.65,1062.19,887.2,0.2627,0.4379,0.3267,32,Moderate,17459.74
35,12,25500.0,17534.4,7965.6,0.3124,5698.06,5789.95,2217.59,2738.79,1479.85,1217.92,1009.69,876.72,0.2832,0.4926,0.2988,34,Moderate,18656.91
35,13,25500.0,20289.68,5210.32,0.2043,4177.2,6648.12,2820.2,1897.88,1400.53,1698.38,1527.37,120.0,0.2565,0.3474,0.2213,25,Moderate,21429.45
35,14,25500.0,20383.81,5116.19,0.2006,6937.98,7681.63,2786.63,2372.13,1729.32,1285.9,1015.16,1019.19,0.4304,0.5314,0.469,35,Moderate,21374.29
35,15,25500.0,18557.25,6942.75,0.2723,6324.86,4886.87,2344.72,1167.32,1822.21,1413.2,475.58,122.48,0.3682,0.3168,0.4304,31,Moderate,17460.14
35,16,25500.0,18775.88,6724.12,0.2637,4371.33,4879.99,1910.69,2220.26,1870.21,909.48,1081.45,1532.46,0.2656,0.3128,0.3821,27,Moderate,17811.28
35,17,25500.0,17034.02,8465.98,0.332,5327.39,6497.99,1470.31,1461.86,1504.89,1617.89,512.91,851.7,0.2619,0.419,0.244,33,Moderate,16272.02
35,18,25750.0,16551.1,9198.9,0.3572,3542.73,6175.94,1610.53,2781.96,1240.96,876.1,683.78,827.55,0.4276,0.4371,0.3834,39,Moderate,16926.99
35,19,25750.0,18407.45,7342.55,0.2851,5040.02,5008.45,1844.45,2701.57,1467.95,2136.11,724.12,920.37,0.4396,0.5244,0.498,39,Moderate,17483.68
35,20,25750.0,18346.23,7403.77,0.2875,5247.23,4858.06,2628.44,2665.52,1506.31,1021.61,1370.95,917.31,0.3997,0.4829,0.5253,37,Moderate,19496.93
35,21,25750.0,16858.57,8891.43,0.3453,5894.83,6649.1,1471.73,2146.12,1381.55,1601.74,947.37,842.93,0.3666,0.3934,0.3775,36,Moderate,17375.36
35,22,25750.0,17608.39,8141.61,0.3162,6012.69,6747.54,2447.52,1873.2,1048.48,1502.44,917.07,880.42,0.363,0.2649,0.3161,31,Moderate,18390.67
35,23,25750.0,18259.67,7490.33,0.2909,4778.82,6254.77,1611.83,2911.47,1281.55,1557.96,538.11,912.98,0.3545,0.4235,0.3031,34,Moderate,18866.33
36,0,85000.0,63831.6,21168.4,0.249,17131.94,24624.18,6431.11,8352.63,3810.45,6842.1,2999.78,3191.58,0.7051,0.8115,0.7975,52,Moderate,65508.4
36,1,85000.0,65070.5,19929.5,0.2345,15102.29,22762.08,8875.65,8201.76,2130.84,5009.75,1434.13,1554.0,0.6504,0.8939,0.7649,52,Moderate,68060.18
36,2,85000.0,69262.98,15737.02,0.1851,16294.14,26675.4,8284.91,6362.28,5822.45,6600.55,5235.98,3463.15,0.7118,0.6789,0.7416,46,Moderate,71580.28
36,3,85000.0,63475.55,21524.45,0.2532,13192.1,18210.03,8717.42,11787.78,3539.76,6805.16,1281.02,3173.78,0.6846,0.79,0.7182,51,Moderate,65801.65
36,4,85000.0,71009.93,13990.07,0.1646,16439.98,18463.04,6763.68,10348.16,4685.01,5333.21,3808.09,5168.77,0.6623,0.6457,0.646,43,Moderate,68295.15
36,5,85000.0,60620.47,24379.53,0.2868,18618.84,21303.72,5513.42,9001.12,3289.03,6194.05,4379.12,3031.02,0.743,0.7789,0.664,54,Moderate,60922.98
36,6,85850.0,66377.51,19472.49,0.2268,18235.56,23401.5,7348.3,10606.31,5362.84,7076.03,4005.12,3318.88,0.74,0.6867,0.7157,49,Moderate,69157.48
36,7,85850.0,69479.28,16370.72,0.1907,17499.69,20309.17,9317.52,6533.85,2467.31,7373.9,2683.08,3294.75,0.5575,0.6595,0.6455,41,Moderate,72988.52
36,8,85850.0,68014.15,17835.85,0.2078,17653.08,18269.07,8789.35,11097.98,2794.35,6037.74,3936.28,3400.71,0.5553,0.7851,0.7482,45,Moderate,71260.77
36,9,85850.0,71022.32,14827.68,0.1727,24580.41,26899.75,10503.82,6220.97,4206.55,3643.59,4386.06,3551.12,0.6676,0.6981,0.6673,45,Moderate,73169.64
36,10,85850.0,66521.38,19328.62,0.2251,17090.38,22214.58,7614.95,4157.96,5317.33,3420.14,1733.72,4972.32,0.672,0.7578,0.6681,49,Moderate,70092.99
36,11,85850.0,71454.5,14395.5,0.1677,15112.16,22848.57,8041.04,3650.51,6075.24,6950.02,3882.56,4894.4,0.6739,0.7559,0.6275,46,Moderate,72727.5
36,12,86700.0,71948.38,14751.62,0.1701,23740.2,23926.3,9121.85,3838.64,3027.1,4272.55,5722.97,3597.42,0.7694,0.6348,0.7641,46,Moderate,73080.91
36,13,86700.0,64487.6,22212.4,0.2562,13951.75,25054.81,5564.75,5525.83,2340.44,7617.46,4768.71,3224.38,0.6737,0.7152,0.6326,49,Moderate,62770.89
36,14,86700.0,66011.02,20688.98,0.2386,16446.6,24489.12,6127.82,5749.47,2934.25,7839.31,2762.6,3300.55,0.5808,0.7436,0.751,46,Moderate,62693.92
36,15,86700.0,60331.39,26368.61,0.3041,18001.8,18758.6,4925.78,4793.92,2653.77,4886.99,3794.79,2515.74,0.7926,0.8478,0.8694,58,Low,60703.42
36,16,86700.0,63955.18,22744.82,0.2623,15914.37,24616.07,6535.91,9447.52,2206.52,5457.46,2864.76,3197.76,0.6543,0.6376,0.7334,47,Moderate,62038.46
36,17,86700.0,66548.71,20151.29,0.2324,17572.22,24703.89,8956.23,8117.78,4359.55,3189.46,4709.1,3327.44,0.6323,0.6272,0.6083,45,Moderate,64846.16
36,18,87550.0,72970.96,14579.04,0.1665,20587.56,22984.4,9775.3,4358.13,6380.35,4180.2,5475.93,3648.55,0.6471,0.7239,0.6403,45,Moderate,74006.87
36,19,87550.0,70633.63,16916.37,0.1932,22957.37,20596.28,10335.56,7543.15,3150.72,3692.25,4426.42,3531.68,0.755,0.6802,0.6878,48,Moderate,72244.62
36,20,87550.0,62754.31,24795.69,0.2832,16841.02,16151.38,6334.79,9307.92,2338.2,3378.56,4138.98,4263.46,0.6756,0.6508,0.7441,49,Moderate,67091.49
36,21,87550.0,66979.52,20570.48,0.235,20994.84,23891.52,8794.54,8984.45,4709.34,3527.04,1408.68,3348.98,0.7877,0.9151,0.7985,57,Moderate,63384.8
36,22,87550.0,63546.38,24003.62,0.2742,19154.22,24866.8,8014.28,10976.71,5468.18,3187.87,3492.0,3177.32,0.7361,0.9194,0.8996,57,Moderate,61551.26
36,23,87550.0,70500.45,17049.55,0.1947,15275.22,24968.17,10136.54,5310.43,3561.36,6056.79,1867.45,3324.48,0.8158,0.7498,0.7807,51,Moderate,70952.51
37,0,180000.0,136266.52,43733.48,0.243,31583.47,52945.8,17155.29,10287.34,7560.58,9968.57,7389.9,6813.33,0.4054,0.9974,0.753,48,Moderate,136833.75
37,1,180000.0,133397.34,46602.66,0.2589,39088.82,35057.77,15082.49,18934.54,12551.97,6929.59,4496.01,1256.15,0.3971,0.9407,0.6835,47,Moderate,142439.38
37,2,180000.0,143976.35,36023.65,0.2001,30573.05,44056.94,15067.95,10817.71,11922.3,15644.5,9095.26,6798.66,0.375,0.773,0.6203,39,Moderate,148783.21
37,3,180000.0,152246.86,27753.14,0.1542,46863.35,60837.73,19555.19,20732.48,5670.76,15752.97,9120.75,7612.34,0.5716,0.9455,0.7853,47,Moderate,144894.48
37,4,180000.0,148399.34,31600.66,0.1756,33535.17,49034.77,13207.69,13773.69,10138.35,15585.05,3829.5,9295.12,0.5269,0.9013,0.7205,46,Moderate,143249.42
37,5,180000.0,147050.39,32949.61,0.1831,43583.61,50964.51,18932.64,29379.39,11202.6,13430.34,10688.94,7352.52,0.3162,0.8826,0.5418,39,Moderate,140932.56
37,6,181800.0,136794.42,45005.58,0.2476,30615.63,43079.23,15281.26,24706.03,11046.53,9769.78,8859.78,6839.72,0.4921,0.8014,0.5746,45,Moderate,131406.49
37,7,181800.0,162477.14,19322.86,0.1063,51452.98,63562.63,19156.86,19744.6,11823.75,10106.41,7788.47,8123.86,0.3526,0.8242,0.6882,35,Moderate,167442.01
37,8,181800.0,136536.66,45263.34,0.249,34356.4,46140.26,17304.79,7515.59,10704.18,7454.97,5596.31,7464.16,0.41,0.8297,0.5745,44,Moderate,131478.95
37,9,181800.0,143151.87,38648.13,0.2126,40174.22,40768.31,18735.83,9706.44,13819.6,9952.43,10756.99,7157.59,0.3512,0.7746,0.5226,39,Moderate,148585.06
37,10,181800.0,159949.18,21850.82,0.1202,38319.92,43257.24,18883.92,10897.82,8406.46,12162.15,11947.71,16073.96,0.4728,0.9172,0.6915,42,Moderate,159158.6
37,11,181800.0,147268.23,34531.77,0.1899,33281.64,37397.53,13793.62,25758.93,8990.44,7362.38,8358.63,12325.06,0.381,0.9501,0.5862,43,Moderate,143893.37
37,12,183600.0,150105.9,33494.1,0.1824,32932.84,40164.24,13814.67,19187.59,12451.19,17749.29,5142.67,8663.43,0.555,0.7856,0.6739,44,Moderate,147397.06
37,13,183600.0,164525.95,19074.05,0.1039,54013.87,53686.01,13407.73,19922.4,10719.85,6637.81,8241.47,8226.3,0.4046,0.7761,0.5007,36,Moderate,173853.24
37,14,183600.0,147565.19,36034.81,0.1963,43371.96,36977.89,19071.04,20512.63,12352.89,8210.88,6010.37,1057.53,0.3285,0.7469,0.6031,37,Moderate,143684.12
37,15,183600.0,149316.9,34283.1,0.1867,47300.92,40256.66,20786.57,20460.98,6230.52,7010.88,3124.84,4145.54,0.4466,0.7996,0.669,41,Moderate,153413.2
37,16,183600.0,160553.83,23046.17,0.1255,52435.43,60308.63,19274.86,27045.25,14125.11,17985.31,5596.59,8027.69,0.3275,0.8798,0.616,37,Moderate,167384.94
37,17,183600.0,140447.7,43152.3,0.235,37173.91,35827.11,12987.85,10619.32,4696.79,5667.8,8276.29,25198.63,0.4845,0.9578,0.6713,49,Moderate,140668.05
37,18,185400.0,142300.38,43099.62,0.2325,30718.41,42985.23,20311.43,18686.04,5747.44,10031.91,7168.39,6651.53,0.2868,0.806,0.6008,39,Moderate,150241.27
37,19,185400.0,141059.63,44340.37,0.2392,42486.86,46719.4,12440.7,14630.93,11940.83,7225.52,10100.84,7052.98,0.4458,0.9118,0.7431,46,Moderate,140236.43
37,20,185400.0,154564.6,30835.4,0.1663,47573.96,61053.89,15500.17,14235.22,5822.67,15818.2,4111.23,7728.23,0.3921,0.7497,0.6637,37,Moderate,165231.55
37,21,185400.0,161718.4,23681.6,0.1277,49825.32,46448.05,14361.93,16428.51,12471.9,15046.69,3441.92,3694.08,0.5466,0.8065,0.6357,42,Moderate,154236.93
37,22,185400.0,153091.46,32308.54,0.1743,35297.4,55726.98,19734.32,30292.61,14572.43,14546.29,8030.98,7654.57,0.372,0.9088,0.6416,41,Moderate,157048.46
37,23,185400.0,163764.33,21635.67,0.1167,48895.91,45464.23,22531.77,28375.74,12821.43,18306.67,9889.65,8188.22,0.4658,0.7584,0.5745,38,Moderate,173591.15
38,0,120000.0,90985.67,29014.33,0.2418,18901.54,29129.93,7841.25,15634.9,7453.53,8769.3,6847.98,4549.28,0.5807,0.6073,0.6283,43,Moderate,88272.79
38,1,120000.0,87272.72,32727.28,0.2727,19399.15,30006.75,9854.36,7007.94,2685.41,5853.62,5051.35,7414.14,0.401,0.6372,0.4637,40,Moderate,86266.54
38,2,120000.0,98260.71,21739.29,0.1812,25849.42,36622.17,8618.98,14619.81,4819.32,5669.62,4714.23,4913.04,0.5043,0.7332,0.6274,41,Moderate,97160.17
38,3,120000.0,100181.17,19818.83,0.1652,21725.68,38568.8,11674.64,12526.02,8656.86,8910.67,5594.58,5009.06,0.3637,0.6079,0.5574,33,Moderate,105819.34
38,4,120000.0,91889.61,28110.39,0.2343,23006.43,29531.41,8848.45,13611.47,5477.84,7709.3,3373.8,330.9,0.5316,0.7343,0.6102,44,Moderate,87429.75
38,5,120000.0,93082.89,26917.11,0.2243,18625.14,24567.09,11009.59,17088.86,8173.08,3759.06,4150.71,5709.37,0.5811,0.7871,0.5887,47,Moderate,94216.63
38,6,121200.0,88853.48,32346.52,0.2669,28074.08,35079.27,10644.56,14225.98,3165.0,7206.66,5111.08,4442.67,0.3988,0.768,0.5304,43,Moderate,89310.37
38,7,121200.0,86129.75,35070.25,0.2894,21434.34,34333.68,10496.46,8781.21,7844.35,6206.21,4606.48,4306.49,0.5369,0.6628,0.6307,45,Moderate,89812.37
38,8,121200.0,90494.72,30705.28,0.2533,21581.63,35592.58,8537.68,17755.1,4511.53,5594.71,4657.83,4524.74,0.6122,0.7862,0.6531,49,Moderate,92221.17
38,9,121200.0,88123.88,33076.12,0.2729,25730.74,23265.41,10354.98,7260.69,8407.89,10517.09,2770.61,4406.19,0.3653,0.8035,0.5676,43,Moderate,87391.02
38,10,121200.0,87377.24,33822.76,0.2791,17700.99,33843.47,11271.55,13643.28,5355.08,3515.46,4704.0,4368.86,0.5211,0.7442,0.6105,46,Moderate,88661.99
38,11,121200.0,91962.89,29237.11,0.2412,19222.77,29162.57,7726.45,6040.45,6774.84,6397.13,1936.69,14701.98,0.3525,0.8006,0.5322,41,Moderate,96062.39
38,12,122400.0,92253.8,30146.2,0.2463,22991.87,33086.68,9248.56,8370.2,7227.21,8950.81,2928.32,4612.69,0.4422,0.5654,0.5716,38,Moderate,88975.78
38,13,122400.0,88485.04,33914.96,0.2771,27211.09,25520.22,10576.53,7686.24,8344.71,10302.91,2332.44,4424.25,0.502,0.777,0.6857,46,Moderate,84875.73
38,14,122400.0,81664.8,40735.2,0.3328,22077.61,31716.45,10135.8,10917.63,4598.75,9794.82,4706.4,4083.24,0.6416,0.6719,0.6595,51,Low,79294.77
38,15,122400.0,98623.39,23776.61,0.1943,20063.13,33938.62,11515.95,11798.85,5884.61,5914.09,6223.29,3284.86,0.3621,0.6962,0.4371,37,Moderate,96899.25
38,16,122400.0,94003.85,28396.15,0.232,30570.88,32670.27,8608.78,10902.69,5574.77,10398.3,6681.54,4700.19,0.6197,0.68,0.5668,46,Moderate,95030.12
38,17,122400.0,83701.31,38698.69,0.3162,21624.64,26383.52,10796.9,16379.23,2869.02,9172.45,6408.75,4185.07,0.4794,0.6676,0.5267,45,Moderate,87432.87
38,18,123600.0,92229.8,31370.2,0.2538,20986.32,26607.69,13024.31,12152.15,7915.14,6938.94,5522.25,4611.49,0.448,0.6498,0.5312,41,Moderate,96273.51
38,19,123600.0,100240.75,23359.25,0.189,29299.55,39649.84,8487.41,17490.47,7944.76,4234.58,7288.12,5012.04,0.3707,0.634,0.4532,35,Moderate,106695.19
38,20,123600.0,99369.29,24230.71,0.196,26175.54,34518.39,14374.12,7124.88,3742.93,6752.06,5276.45,1404.93,0.4448,0.796,0.5805,42,Moderate,104065.54
38,21,123600.0,86281.64,37318.36,0.3019,24789.58,33022.23,12398.57,4937.3,8028.29,6145.84,3808.39,4314.08,0.4814,0.7495,0.678,46,Moderate,85104.86
38,22,123600.0,83398.36,40201.64,0.3253,27227.93,22147.94,12374.8,8182.61,5941.77,6630.71,3691.46,4169.92,0.3899,0.5937,0.4513,41,Moderate,88176.01
38,23,123600.0,86263.42,37336.58,0.3021,27049.25,31861.87,9543.87,7338.22,3938.93,3744.66,5852.61,4313.17,0.5795,0.5364,0.6575,44,Moderate,85814.53
39,0,120000.0,51938.53,68061.47,0.5672,11995.08,20057.1,6504.24,5387.0,4843.6,2082.62,2475.74,2596.93,0.2556,0.3624,0.3643,42,Moderate,53070.83
39,1,120000.0,52578.62,67421.38,0.5618,17123.83,14753.68,7124.8,6056.56,2276.33,4861.15,1871.67,2628.93,0.346,0.5842,0.4338,50,Moderate,50357.23
39,2,120000.0,55759.13,64240.87,0.5353,19411.36,20979.4,4960.38,4479.58,4696.31,2821.94,3215.37,2787.96,0.3475,0.5801,0.3649,49,Moderate,52830.07
39,3,120000.0,44724.09,75275.91,0.6273,14513.02,17013.1,4827.25,7161.78,1395.17,3410.35,2355.73,2236.2,0.2616,0.5852,0.4602,50,Moderate,46523.51
39,4,120000.0,56503.7,63496.3,0.5291,14183.46,16626.37,6525.96,5569.11,3335.43,6558.6,4311.44,2825.18,0.4273,0.4381,0.3792,47,Moderate,57194.24
39,5,120000.0,52609.83,67390.17,0.5616,14806.46,20517.32,5080.84,5618.97,3650.59,2570.55,1526.04,2630.49,0.35,0.3845,0.2885,45,Moderate,54265.74
39,6,121200.0,51643.09,69556.91,0.5739,16151.43,15840.54,4833.15,7319.31,4147.25,2922.97,1443.65,2582.15,0.4921,0.451,0.4443,51,Moderate,49189.49
39,7,121200.0,43081.66,78118.34,0.6445,8636.52,14078.42,6068.22,2694.85,3405.81,4817.96,3003.89,376.0,0.4392,0.4921,0.5219,54,Moderate,42379.78
39,8,121200.0,61392.04,59807.96,0.4935,21007.62,22286.12,5342.96,4025.87,4188.78,7183.65,3778.32,3069.6,0.2906,0.5702,0.4651,45,Moderate,60025.91
39,9,121200.0,43234.98,77965.02,0.6433,14493.69,12534.81,5569.27,4378.81,2403.84,3366.97,1998.25,2161.75,0.4682,0.3499,0.4241,51,Moderate,42822.9
39,10,121200.0,46733.77,74466.23,0.6144,12510.5,12407.32,5326.98,7592.82,1543.35,3009.92,1963.16,2379.72,0.3863,0.5399,0.3932,52,Moderate,49832.21
39,11,121200.0,51040.73,70159.27,0.5789,13122.27,20259.27,6977.93,8072.99,2148.33,6102.2,1165.69,2552.04,0.4193,0.3631,0.4871,47,Moderate,48843.97
39,12,122400.0,63103.86,59296.14,0.4844,13487.45,25159.52,6422.58,12507.63,4817.65,3496.53,4288.9,3155.19,0.2995,0.38,0.2859,40,Moderate,67161.17
39,13,122400.0,56224.91,66175.09,0.5406,16531.94,15404.37,4755.54,3390.73,2212.11,6695.96,1669.96,5564.29,0.3184,0.3518,0.355,42,Moderate,58347.66
39,14,122400.0,58701.42,63698.58,0.5204,13609.79,15164.47,8032.06,6712.19,2815.7,2570.97,4524.23,5272.02,0.2144,0.5645,0.4126,43,Moderate,60508.97
39,15,122400.0,59829.51,62570.49,0.5112,18188.69,23921.48,5101.14,3689.62,4360.29,2942.31,4627.52,2991.48,0.2467,0.5584,0.4023,44,Moderate,62197.41
39,16,122400.0,56640.09,65759.91,0.5373,11725.79,19133.6,7814.27,10465.52,3819.75,4080.37,2310.01,2832.0,0.3295,0.3409,0.3015,42,Moderate,53395.35
39,17,122400.0,56798.82,65601.18,0.536,12906.81,18113.5,7350.99,7349.47,4988.15,6388.0,3650.42,2839.94,0.3763,0.5056,0.3831,48,Moderate,53451.15
39,18,123600.0,55024.42,68575.58,0.5548,15498.12,21421.49,6295.9,10983.03,3956.25,5392.87,2538.98,2751.22,0.3139,0.3908,0.3139,44,Moderate,55032.38
39,19,123600.0,49855.22,73744.78,0.5966,14429.02,13691.7,5966.54,4409.53,2319.38,2285.06,3610.15,3143.84,0.4501,0.4208,0.3781,50,Moderate,51862.24
39,20,123600.0,56068.45,67531.55,0.5464,16936.26,21343.72,4743.75,3444.45,1815.75,4527.12,3405.73,2803.42,0.3145,0.3974,0.3467,43,Moderate,56097.26
39,21,123600.0,46535.94,77064.06,0.6235,13794.97,13494.73,4605.74,6326.41,2339.37,3551.99,3176.54,2326.8,0.416,0.3626,0.3209,49,Moderate,48562.55
39,22,123600.0,51655.6,71944.4,0.5821,15129.5,19670.81,5254.78,10103.63,1840.3,3150.89,1399.0,2582.78,0.3725,0.4841,0.4853,49,Moderate,51027.33
39,23,123600.0,47929.18,75670.82,0.6122,14747.09,15430.67,4570.49,8071.03,1724.12,2815.58,2497.33,2396.46,0.2539,0.5494,0.3202,48,Moderate,47799.18
40,0,250000.0,124049.35,125950.65,0.5038,38575.41,48710.62,17917.35,22880.69,10011.72,12685.57,8703.04,6202.47,0.4276,0.988,0.6781,60,Moderate,123726.05
40,1,250000.0,126936.76,123063.24,0.4923,37545.63,44438.15,10690.51,18155.93,9818.19,10780.86,4375.74,6346.84,0.6396,0.7712,0.688,60,Low,129411.97
40,2,250000.0,115484.13,134515.87,0.5381,35472.48,34824.15,16895.89,9448.39,4400.26,10156.82,7581.05,5774.21,0.6054,0.8446,0.7369,63,Low,120312.68
40,3,250000.0,130797.79,119202.21,0.4768,39580.75,48849.18,15134.08,20690.2,12011.78,12800.97,2719.2,6539.89,0.5626,0.8251,0.7804,58,Moderate,126966.71
40,4,250000.0,124320.66,125679.34,0.5027,31637.99,38375.43,10980.95,7967.53,4483.65,9095.4,5922.19,15857.53,0.538,0.9277,0.8207,61,Moderate,124978.26
40,5,250000.0,114375.71,135624.29,0.5425,38911.94,40710.23,12293.94,8499.09,7130.5,11121.78,4413.27,5718.79,0.5065,1.0,0.7347,64,Moderate,119676.2
40,6,252500.0,144574.09,107925.91,0.4274,37796.04,54047.37,15117.17,22614.16,13031.43,12638.89,6815.73,7228.7,0.6364,1.0,0.7792,63,Low,139726.27
40,7,252500.0,123946.42,128553.58,0.5091,34905.05,36962.91,12379.06,21065.58,4492.82,11457.01,3518.54,6197.32,0.3984,0.8568,0.6046,56,Moderate,131132.64
40,8,252500.0,128562.85,123937.15,0.4908,36508.83,36083.87,11438.23,7463.1,7077.69,11381.81,3002.56,15606.76,0.6802,1.0,0.8695,67,Low,130441.25
40,9,252500.0,139287.27,113212.73,0.4484,41515.74,38693.99,18087.51,10410.07,13485.11,9011.98,3363.16,4719.7,0.5732,0.8383,0.8052,58,Moderate,139980.23
40,10,252500.0,145674.58,106825.42,0.4231,49150.91,51270.69,20533.63,11682.86,9953.07,12268.09,6218.7,7283.73,0.5102,1.0,0.7428,59,Moderate,144675.1
